レセプト電算処理システムコード,薬価基準収載医薬品コード,レセプト電算処理システム医薬品名
612340075,2343001X1010,合成ケイ酸アルミニウム「ヒシヤマ」
612340077,2343001X1185,合成ケイ酸アルミ「ヨシダ」
612340077,2343001X1010,合成ケイ酸アルミニウム「ヨシダ」
612340079,2343001X1010,シリカミン
612340079,2343001X1207,シリカミン
612340081,2343002X1015,アドソルビン
612340082,2343005X1019,マルイシアルミニウムゲル
612340084,2343005X1019,乾燥水酸化アルミニウムゲル「ニッコー」
612340086,2343005X1019,ホエミゲル
612340088,2343005C1017,アルミゲル細粒
612340090,2343005C1017,乾燥水酸化アルミニウムゲル細粒「ヒシヤマ」
612340090,2343005C1114,乾燥水酸化アルミニウムゲル細粒「ヒシヤマ」
612340092,2343005C1017,タカタゲル細粒
612340093,2343005C1017,ドライ・ゲル細粒
612340093,2343005C1149,ドライ・ゲル細粒
612340094,2343005C1017,ヒドロゲル
612340095,2343005C1017,「ヨシダ」ゲル細粒
612340096,2344002X1012,「純生」軽カマ
612340096,2344002X1187,「純生」軽カマ
612340098,2344002X1012,重質酸化マグネシウム（三晃）
612340099,2344002X1012,酸化マグネシウム「ニッコー」
612340099,2344002X1217,酸化マグネシウム「ニッコー」
612340103,2344002X1012,「純生」重カマ
612340103,2344002X1250,「純生」重カマ
612340105,2344002X1012,「重質」カマグＧ「ヒシヤマ」
612340105,2344002X1276,「重質」カマグＧ「ヒシヤマ」
612340106,2344004X1011,「純生」重曹
612340107,2344004X1011,重曹「ヒシヤマ」
612340107,2344004X1305,重曹「ヒシヤマ」
612340108,2344004X1011,重曹「ＴＭＹ」
612340109,2344004X1011,炭酸水素ナトリウム「エビス」
612340110,2344004X1011,炭酸水素ナトリウム「カナダ」
612340112,2344004X1011,炭酸水素ナトリウム「昭和」（Ｍ）
612340113,2344004X1011,炭酸水素ナトリウム「ニッコー」
612340116,2344004X1011,炭酸水素ナトリウム（ミツマル）
612340117,2344004X1011,炭酸水素ナトリウム「ヨシダ」
612340117,2344004X1402,炭酸水素ナトリウム「ヨシダ」
612340118,2344006X1010,炭酸マグネシウム「エビス」
612340119,2344006X1010,炭酸マグネシウム「ニッコー」
612340119,2344006X1169,炭酸マグネシウム「ニッコー」
612340120,2344006X1010,炭マグ「ツキシマ」
612340121,2344007X1015,沈降炭酸カルシウム恵美須
612340121,2344007X1104,沈降炭酸カルシウム恵美須
612340122,2344007X1015,沈降炭酸カルシウム「カナダ」
612340124,2344007X1015,沈炭灰「ツキシマ」
612340127,2349100X1042,アクアスチン液
612340128,2349102X1025,アシドレス液
612340128,2349100X1182,アシドレス液
612340129,2349100X1050,ウィットコップ液
612340131,2349100X1077,サクロフト内用液
612340132,2349100X1085,タイメック液
612340133,2349100X1093,ディクアノンＳ
612340134,2349100X1107,マグテクト液
612340134,2349100X1220,マグテクト液
612340135,2349100X1115,マックメット
612340136,2349100X1123,マルファ液
612340137,2349101D1024,マーロックス懸濁内服用
612340140,2344002X1012,重質酸化マグネシウム「三恵」
612340140,2344002X1071,重質酸化マグネシウム「三恵」
612340141,2344002X1012,重質酸化マグネシウム「ホエイ」
612340141,2344002X1136,重質酸化マグネシウム「ホエイ」
612340142,2344002X1012,酸化マグネシウム「コザカイ・Ｍ」
612340142,2344002X1284,重カマ「ヤクハン」
612340143,2344004X1011,重曹「ホエイ」
612340143,2344004X1224,重曹「ホエイ」
612340144,2344004X1011,炭酸水素ナトリウム「ビオフェルミン」
612340147,2344006X1010,「純生」炭マ
612340147,2344006X1070,「純生」炭マ
612350002,2354002F1021,アジャストＡコーワ錠　４０ｍｇ
612350002,2354002F1030,アジャストＡコーワ錠　４０ｍｇ
612350003,2359102X1021,アローゼン
612350003,2359102X1072,アローゼン
612350010,2359103X1026,セチロ
612350012,2354003F2022,セネバクール　１２ｍｇ
612350012,2354003F2235,セネバクール　１２ｍｇ
612350016,2354003F2049,センナシド　１２ｍｇ
612350017,2354003F2057,センナリド錠　１２ｍｇ
612350019,2354003F2081,センノサイド錠（大正薬品）　１２ｍｇ
612350019,2354003F2278,センノサイド錠（大正薬品）　１２ｍｇ
612350020,2354003F2073,センノサイド錠「サワイ」　１２ｍｇ
612350021,2354003F2090,センノサイド錠「ナカノ」　１２ｍｇ
612350022,2354003F2103,ソルダナ　１２ｍｇ
612350022,2354003F2294,ソルダナ　１２ｍｇ
612350023,2354003F2111,ソルドールＥ　１２ｍｇ
612350023,2354003F2308,ソルドールＥ　１２ｍｇ
612350027,2354003F2120,チネラック錠　１２ｍｇ
612350027,2354003F2200,チネラック錠　１２ｍｇ
612350030,2359002D1027,バルコーゼ
612350033,2356001X1019,「純生」ヒマシ油
612350033,2356001X1060,ヒマシ油
612350033,2356001X1183,ヒマシ油
612350033,2356001X1124,ヒマシ油
612350033,2356001X1027,ヒマシ油「エビス」
612350033,2356001X1248,ヒマシ油「ニッコー」
612350033,2356001X1159,ヒマシ油「マルイシ」
612350033,2356001X1043,ヒマシ油．ＯＹ
612350034,2359108F1031,ビーマスＳ錠
612350035,2352001X1010,フェノバリン「ヒシヤマ」
612350038,2354003F2146,プルゼニド錠　１２ｍｇ
612350039,2354003F1050,プルノサイド錠　７．２ｍｇ
612350040,2359108F1040,ベンコール
612350040,2359108F1058,ベンコール
612350042,2354002F2028,ヨーデルＳ糖衣錠　８０ｍｇ
612350044,2359005S1100,ラキソベロン液　０．７５％
612350046,2354003F2162,リタセンド　１２ｍｇ
612350046,2354003F2324,リタセンド　１２ｍｇ
612350048,2356002X1013,加香ヒマシ油
612350048,2356002X1072,加香ヒマシ油
612350048,2356002X1188,加香ヒマシ油
612350048,2356002X1021,加香ヒマシ油「エビス」
612350048,2356002X1218,加香ヒマシ油「ニッコー」
612350048,2356002X1153,加香ヒマシ油「マルイシ」
612350050,2355003X1029,乾燥硫酸ナトリウム「トミタ」
612350052,2355003X1053,乾燥硫酸ナトリウム「ヨシダ」
612350054,2359105M1029,強力バルコゾル
612350059,2359109B1042,人工カルルス塩「エビス」
612350062,2359109B1077,人工カルルス塩「コザカイ・Ｍ」
612350063,2359109B1093,人工カルルス塩「ニッコー」
612350065,2359109B1115,人工カルルス塩「ヤマゼン」
612350066,2359109B1131,人工カルルス塩「ヨシダ」
612350068,2359109B1042,人工カルルス塩「エビス」
612350069,2359106B1030,複方カンゾウ散（純生）
612350070,2359106B1022,複方甘草散「スズ」
612350073,2355002X1016,硫酸マグネシウム
612350075,2354003F2138,フォルセニッド錠　１２ｍｇ
612350075,2354003F2197,フォルセニッド錠　１２ｍｇ
612350076,2355003X1045,乾燥硫酸ナトリウム「ヤマダ」
612350093,2359005S1020,シンラック液　０．７５％
612350094,2354003F2065,センナル錠　１２ｍｇ
612350094,2354003F2286,センナル錠　１２ｍｇ
612350095,2354003D2021,ソルドールＥ顆粒　８％
612350095,2354003D2056,ソルドールＥ顆粒　８％
612350097,2354003F2154,ラキソロンＳ錠　１２ｍｇ
612350097,2354003F2219,ラキソロンＳ錠　１２ｍｇ
612350098,2359005S1038,チャルドール液　０．７５％
612350100,2359005S1089,ラキソセリン液　０．７５％
612350103,2359005D1020,ピコダルム顆粒　１％
612350104,2359005F1021,シンラック錠　２．５ｍｇ
612350105,2359005F1030,ピコベン錠　２．５ｍｇ
612350106,2359005F1048,ラキソベロン錠　２．５ｍｇ
612350107,2359005M1020,ピコキランソフトカプセル　２．５ｍｇ
612350108,2359005M1039,ピコルーラカプセル　２．５ｍｇ
612350110,2359005S1062,フルレール液　０．７５％
612350110,2359005S1160,フルレール液　０．７５％
612350111,2359005S1070,ヨーピス液　０．７５％
612350112,2359005S1097,ラキソデート液　０．７５％
612350115,2352001X1010,フェノバリン「ヒシヤマ」
612350119,2355002X1016,硫酸マグネシウム「カナダ」
612350121,2356001X1019,ヒマシ油「エビス」
612350122,2356001X1019,ヒマシ油「カナダ」
612350123,2356001X1019,ヒマシ油「ツキシマ」
612350124,2356001X1019,ヒマシ油「ニッコー」
612350124,2356001X1248,ヒマシ油「ニッコー」
612350126,2356001X1019,ヒマシ油「ヨシダ」
612350126,2356001X1264,ヒマシ油「ヨシダ」
612350127,2356002X1013,加香ヒマシ油「ツキシマ」
612350128,2356002X1013,加香ヒマシ油「ニッコー」
612350128,2356002X1218,加香ヒマシ油「ニッコー」
612350130,2356002X1013,加香ヒマシ油「ヨシダ」
612350130,2356002X1234,加香ヒマシ油「ヨシダ」
612350131,2359001X2017,Ｃ．Ｍ．Ｃ「マルイシ」
612350132,2359005F2028,チャルドール錠１ｍｇ
612350133,2359005S1119,コンスーベン液　０．７５％
612350134,2359005F1056,コンスーベン錠　２．５ｍｇ
612350135,2359005R1028,スナイリンドライシロップ　１％
612350136,2359005F1064,スルチミン錠　２．５ｍｇ
612350138,2359005D1047,パンホデール顆粒　１％
612350139,2359005M1047,ピコスルファットカプセル　２．５ｍｇ
612350139,2359005M1071,ピコスルファットカプセル　２．５ｍｇ
612350140,2359005F1072,ピコスロン錠　２．５ｍｇ
612350141,2359005S1127,ピコソルドール　０．７５％
612350143,2359005S1135,ベルベロン液　０．７５％
612350143,2359005S1178,ベルベロン液　０．７５％
612350144,2359005D1055,ヨーピス顆粒　１％
612350145,2359005F1080,ヨーピス錠　２．５ｍｇ
612350146,2359001X2017,カルメロースナトリウム原末「マルイシ」
612350148,2356001X1019,ヒマシ油「ホエイ」
612350149,2356002X1013,加香ヒマシ油「ホエイ」
612360001,2369001F1020,アテネントール　１２．５ｍｇ
612360001,2369001F1097,アテネントール　１２．５ｍｇ
612360004,2362001F2025,ウルソ　１００ｍｇ
612360004,2362001F2149,ウルソ１００　１００ｍｇ
612360005,2362001F1029,ウルソサン錠５０ｍｇ
612360005,2362001F1088,ウルソサン錠５０ｍｇ
612360007,2362001D1028,ウルソ顆粒　５％
612360007,2362001D1060,ウルソ顆粒　５％
612360008,2369004M1022,エーデシン・Ｃ　２００ｍｇ
612360009,2369001F2026,オピニオンＳ錠　２５ｍｇ
612360011,2369100X1029,ガーレ・ドナウ
612360018,2362003M1027,ケノコールカプセル　１００ｍｇ
612360021,2362003M1035,コラーザカプセル　１００ｍｇ
612360026,2369003C1022,スパカール細粒　１０％
612360027,2369003F1029,スパカール錠　４０ｍｇ
612360036,2369004M1065,トリデモン　２００ｍｇ
612360037,2369004M1073,ニルセン　２００ｍｇ
612360049,2369004M1120,ヒメコール　２００ｍｇ
612360054,2369001F1070,フェルビテン錠　１２．５ｍｇ
612360054,2369001F1089,フェルビテン錠　１２．５ｍｇ
612360058,2364001F1090,ヨシコール糖衣錠　２５０ｍｇ
612360062,2362003M1043,レガレンカプセル　１００ｍｇ
612360067,2362003M2023,チノカプセル「フジモト」　１２５ｍｇ
612360072,2362001F1037,ゴクミシン錠　５０ｍｇ
612360073,2369002D1023,ガロゲンＫ　２２．５％
612360074,2369002F1024,ガロゲン錠　３７．５ｍｇ
612360075,2362001F2033,シキコール錠　１００ｍｇ
612360075,2362001F2173,シキコール錠　１００ｍｇ
612370001,2316001C1020,アンチビオフィルス細粒
612370002,2318001F1020,エアノン錠　４０ｍｇ
612370004,2314004B1023,エルベン散　２０％
612370006,2316002B1029,エンテロノンーＲ
612370007,2316002B1037,エントモール散
612370011,2318001Q1021,ガスコンドロップ　２％
612370012,2318001B1029,ガスコン散　１０％
612370013,2318001F1063,ガスコン錠４０ｍｇ
612370014,2318001F1071,ガスサール　４０ｍｇ
612370014,2318001F1187,ガスサール　４０ｍｇ
612370015,2318001F1080,ガスシリコン錠　４０ｍｇ
612370017,2318001F1101,ガステール　４０ｍｇ
612370017,2318001F1195,ガステール　４０ｍｇ
612370022,2314002F2022,キョウベリン錠　１００ｍｇ
612370029,2318001Q1030,シメチコンドロップ　２％
612370030,2318001F2027,シメチコン錠　５０ｍｇ
612370037,2312001X1014,「純生」タンナルビン
612370040,2318001C1024,ナイスタール細粒　１０％
612370041,2318001F1144,ナイスタール錠　４０ｍｇ
612370042,2318001F1152,ハロップ　４０ｍｇ
612370043,2318001Q1048,バブコン　２％
612370044,2318001Q1056,バリトゲン消泡剤　２％
612370045,2318001Q1064,バロス消泡液　２％
612370046,2316003B1023,ビオスミン
612370046,2316003B1058,ビオスミン
612370047,2316017B1025,ビオスリー
612370047,2316017B1033,ビオスリー
612370049,2316012A1043,ビオヂアスミンＦー２
612370050,2316012A1051,ビオフェルミン
612370050,2316012A1132,ビオフェルミン
612370051,2316004B1028,ビオフェルミンＲ
612370051,2316004B1036,ビオフェルミンＲ
612370052,2316004F1020,ビオフェルミンＲ錠
612370053,2316005M1023,ビオラクチスカプセル
612370054,2316012A1060,ビオラクト
612370055,2316006X1024,ビスパン
612370056,2316007A1026,ビフィダー
612370057,2319100F1021,フェロベリンＡ
612370058,2314002B1024,フェロベリン散　１０％
612370059,2316012A1078,フソウラクトミン末
612370060,2314004B1040,ベルベリン散″フソー″　２０％
612370061,2318001F1160,ポリシロ　４０ｍｇ
612370065,2316012A1086,マルイシラクトミン
612370066,2316009C1026,ミヤＢＭ細粒
612370067,2316009F1022,ミヤＢＭ錠
612370071,2316011X1025,ラクスパン
612370072,2316013B1027,ラクボン　２％
612370072,2316013B1035,ラクボン　２％
612370074,2316014B1021,ラックビー　１％
612370074,2316014B1030,ラックビー　１％
612370076,2316014C1027,ラックビー微粒
612370077,2316015B1026,ラックメロン「イセイ」　２％
612370078,2316016B1020,レベニン
612370079,2319001M1086,ロペミンカプセル　１ｍｇ
612370079,2319001M1213,ロペミンカプセル　１ｍｇ
612370082,2314002F1026,塩化ベルベリン錠（ジェイドルフ）　５０ｍｇ
612370083,2316012A1027,強力アタバニン「イナバタ」
612370086,2315002X1010,「純生」硝ビス
612370086,2315002X1258,ビスミット「ヒシヤマ」
612370086,2315002X1029,次硝酸ビスマス
